"uid","gene_name","alias","desc"
"100796191","LOC100796191","GLYMA_11G153000","disease resistance protein RUN1"
"100819010","LOC100819010","GLYMA_08G070100","RING-H2 finger protein ATL54"
"100805826","LOC100805826","","uncharacterized LOC100805826"
NA,".",NA,NA
"100527377","LOC100527377","GLYMA_12G004500","plant invertase/pectin methylesterase inhibitor domain-containing protein"
"100805391","LOC100805391","GLYMA_03G092800","non-specific phospholipase C4"
"826796","CRK39","AT4G11890, ABA- AND  OSMOTIC-STRESS-INDUCIBLE RECEPTOR-LIKE CYTOSOLIC KINASE1, CRK45, T26M18.100, T26M18_100, cysteine-rich receptor-like protein kinase 45","Protein kinase superfamily protein"
"100785143","LOC100785143","GLYMA_14G218100","cytokinin riboside 5'-monophosphate phosphoribohydrolase LOG1-like"
"100775900","LOC100775900","GLYMA_15G041100","transcription factor MYB48-like"
"100776030","LOC100776030","GLYMA_13G048800, GBP","probable endo-1,3(4)-beta-glucanase ARB_01444"
"100527107","LOC100527107","GLYMA_18G286900","uncharacterized LOC100527107"
NA,".",NA,NA
"841262","AGO5","AT1G48410, ARGONAUTE 1, AtAGO1, ICU9, T1N15.2, T1N15_2","Stabilizer of iron transporter SufD / Polynucleotidyl transferase"
"816660","BZIP30","AT2G21230, F7O24.5, F7O24_5, bZIP30, basic leucine-zipper 30","Basic-leucine zipper (bZIP) transcription factor family protein"
NA,".",NA,NA
"100781974","LOC100781974","GLYMA_16G017200","soluble inorganic pyrophosphatase 1"
"100819535","LOC100819535","GLYMA_14G157600","putative wall-associated receptor kinase-like 16"
"100811540","ALDH2C5","GLYMA_08G039200, GmALDH2C5","aldehyde dehydrogenase family 2 member C5"
NA,".",NA,NA
"100807943","LOC100807943","GLYMA_06G294100","protein ACCELERATED CELL DEATH 6"
"817097","matR","AT2G25580, F3N11.3, F3N11_3, mitochondrial editing factor 8","Tetratricopeptide repeat (TPR)-like superfamily protein"
"100794634","LOC100794634","GLYMA_12G044400","uncharacterized LOC100794634"
NA,".",NA,NA
NA,".",NA,NA
"100804484","LOC100804484","GLYMA_03G131000","calmodulin binding protein PICBP"
"100803092","LOC100803092","GLYMA_19G020700","aldose 1-epimerase-like"
"2158","HEMB","F9 p22, FIX, HEMB, P19, PTC, THPH8","coagulation factor IX"
"830996","WRKY36","AT5G11260, BZIP TRANSCRIPTION FACTOR HY5, ELONGATED HYPOCOTYL 5, F2I11.150, F2I11_150, REVERSAL OF THE DET PHENOTYPE 5, TED 5","Basic-leucine zipper (bZIP) transcription factor family protein"
"100775396","LOC100775396","GLYMA_17G060200","uncharacterized LOC100775396"
"102666115","LOC102666115","GLYMA_20G064500","VQ motif-containing protein 22"
NA,".",NA,NA
"100799682","LOC100799682","GLYMA_10G152200v4","respiratory burst oxidase homolog protein B-like"
"819331","GOLS","AT2G47180, AtGolS1, T8I13.2, galactinol synthase 1","galactinol synthase 1"
"100305716","LOC100305716","GLYMA_08G082100","uncharacterized LOC100305716"
"100306447","LOC100306447","GLYMA_02G108000","putative ribonuclease T2"
NA,".",NA,NA
"100790276","LOC100790276","GLYMA_13G202500","cellulose synthase A catalytic subunit 3 [UDP-forming]"
"100808199","LOC100808199","GLYMA_10G170900","tyrosine-protein phosphatase DSP3"
"100817283","LOC100817283","GLYMA_10G241200","PTI1-like tyrosine-protein kinase At3g15890"
"100779644","LOC100779644","GLYMA_08G021800","uncharacterized LOC100779644"
NA,".",NA,NA
"100527025","LOC100527025","GLYMA_19G117900","uncharacterized LOC100527025"
"100778440","LOC100778440","GLYMA_02G023500","dnaJ homolog subfamily B member 13"
NA,".",NA,NA
NA,".",NA,NA
"839602","GSTU13","AT1G27130, ATGSTU13, GLUTATHIONE S-TRANSFERASE 12, GST12, T7N9.190, T7N9_190, glutathione S-transferase tau 13","glutathione S-transferase tau 13"
"100786006","LOC100786006","GLYMA_13G176600","MACPF domain-containing protein NSL1"
"100792020","LOC100792020","GLYMA_13G338400","E3 ubiquitin-protein ligase RDUF1"
"100792672","LOC100792672","GLYMA_11G184800","subtilisin-like serine-protease S"
"100788762","LOC100788762","GLYMA_09G110500","probable L-type lectin-domain containing receptor kinase S.5"
"100813427","LOC100813427","GLYMA_11G150034v4","uncharacterized LOC100813427"
"547787","SCAM-4","GLYMA_10G178400, cam-4","calmodulin"
"100794945","LOC100794945","GLYMA_19G055100","cystinosin homolog"
"100786869","CRK72","GLYMA_20G138400, GmCRK72","cysteine-rich receptor-like protein kinase"
"100526861","LOC100526861","GLYMA_06G037000","uncharacterized LOC100526861"
"100796843","LOC100796843","GLYMA_17G093900","two-component response regulator ARR5"
NA,".",NA,NA
"100820062","LOC100820062","GLYMA_07G106600","annexin D5-like"
"100802664","LOC100802664","","extensin-2-like"
NA,".",NA,NA
"100800843","LOC100800843","GLYMA_13G340500","ADP,ATP carrier protein 1, mitochondrial"
"100809309","LOC100809309","GLYMA_19G262900","GDSL esterase/lipase 5"
"100784166","LOC100784166","GLYMA_02G029200","protein JINGUBANG"
NA,".",NA,NA
"100527430","LOC100527430","GLYMA_01G115500","uncharacterized LOC100527430"
"113000476","LOC113000476","GLYMA_19G162200","uncharacterized LOC113000476"
NA,".",NA,NA
"100793189","CRK41","GLYMA_11G207500, GmCRK41","cysteine-rich receptor-like protein kinase"
"100786251","LOC100786251","GLYMA_09G065000","IQ domain-containing protein IQM1"
NA,".",NA,NA
"100786574","LOC100786574","GLYMA_08G092800","protein SRG1-like"
NA,".",NA,NA
NA,".",NA,NA
NA,".",NA,NA
"100782929","LOC100782929","GLYMA_10G232800","mitogen-activated protein kinase kinase kinase YODA"
"100796195","LOC100796195","GLYMA_04G200400","chaperone protein ClpC, chloroplastic"
NA,".",NA,NA
"100813653","LOC100813653","GLYMA_06G139300","protein RESPONSE TO LOW SULFUR 3"
"100500124","LOC100500124","GLYMA_05G057500","extensin-like protein"
NA,".",NA,NA
"100305938","LOC100305938","GLYMA_11G129100","uncharacterized LOC100305938"
NA,".",NA,NA
"100817862","LOC100817862","GLYMA_04G242400","uncharacterized LOC100817862"
NA,".",NA,NA
NA,".",NA,NA
"100778785","LOC100778785","GLYMA_17G028000","lipoamide acyltransferase component of branched-chain alpha-keto acid dehydrogenase complex, mitochondrial"
NA,".",NA,NA
NA,".",NA,NA
"100795127","LOC100795127","GLYMA_11G026300","protein DETOXIFICATION 49"
"102662356","LOC102662356","GLYMA_10G052800","uncharacterized LOC102662356"
"100811984","LOC100811984","GLYMA_04G250900","uncharacterized LOC100811984"
"100817623","LOC100817623","GLYMA_09G172100","U-box domain-containing protein 21"
"100803624","LOC100803624","GLYMA_11G215800","transcription factor MYB20"
"100819411","LOC100819411","GLYMA_17G039200","pleiotropic drug resistance protein 3"
"100798027","LOC100798027","GLYMA_06G119300","putative wall-associated receptor kinase-like 16"
"100797123","LOC100797123","GLYMA_06G178000","uncharacterized LOC100797123"
NA,".",NA,NA
"100790279","LOC100790279","GLYMA_06G145300","peroxidase 52-like"
"100815829","LOC100815829","GLYMA_16G031900","WRKY transcription factor 22"
"100809509","LOC100809509","GLYMA_19G081200","MDIS1-interacting receptor like kinase 2"
"547692","LOC547692","GLYMA_09G118800","uncharacterized LOC547692"
"100803550","LOC100803550","GLYMA_01G232000","ethylene-responsive transcription factor ERF020"
NA,".",NA,NA
"102663800","LOC102663800","GLYMA_08G062800","probably inactive leucine-rich repeat receptor-like protein kinase At5g48380"
"823706","WRKY47","AT3G45640, ATMAPK3, ATMPK3, T6D9.4, mitogen-activated protein kinase 3","mitogen-activated protein kinase 3"
NA,".",NA,NA
"100795308","LOC100795308","GLYMA_19G162100","cytochrome P450 94A1"
"100814381","LOC100814381","GLYMA_06G104600","TPR repeat-containing thioredoxin TTL1"
NA,".",NA,NA
"100811127","LOC100811127","GLYMA_20G148900","homocysteine S-methyltransferase 3-like"
"839893","WRKY57","AT1G30135, TIFY5A, jasmonate-zim-domain protein 8","jasmonate-zim-domain protein 8"
NA,".",NA,NA
"100500374","LOC100500374","GLYMA_10G181000","uncharacterized LOC100500374"
"100797606","LOC100797606","GLYMA_19G009100","formate dehydrogenase, mitochondrial-like"
NA,".",NA,NA
NA,".",NA,NA
"100807677","LOC100807677","GLYMA_18G017500","uncharacterized LOC100807677"
"100813423","LOC100813423","GLYMA_04G050400","ferrochelatase-2, chloroplastic"
"100799969","LOC100799969","GLYMA_07G052900","U-box domain-containing protein 44"
"100780567","LOC100780567","GLYMA_09G099900","probable LRR receptor-like serine/threonine-protein kinase At1g56130"
NA,".",NA,NA
NA,".",NA,NA
"100805839","LOC100805839","GLYMA_15G143700","beta-D-xylosidase 1"
"4780","NRP-B","HEBP1, IMDDHH, NRF2, Nrf-2","NFE2 like bZIP transcription factor 2"
NA,".",NA,NA
"100795024","LOC100795024","GLYMA_07G267200","uncharacterized LOC100795024"
NA,".",NA,NA
NA,".",NA,NA
NA,".",NA,NA
NA,".",NA,NA
"100797163","LOC100797163","GLYMA_01G125400","disease resistance protein RPV1"
"100796434","LOC100796434","GLYMA_14G119100","scarecrow-like protein 1"
"106794901","LOC106794901","GLYMA_10G115200","cytochrome P450 71D8-like"
NA,".",NA,NA
NA,".",NA,NA
"100800076","LOC100800076","GLYMA_11G151000","subtilisin inhibitor CLSI-I"
NA,".",NA,NA
NA,".",NA,NA
NA,".",NA,NA
"100800017","LOC100800017","GLYMA_17G064900","probable xyloglucan endotransglucosylase/hydrolase protein 23-like"
"100786079","LOC100786079","GLYMA_01G203400","beta-amylase 3, chloroplastic"
"100775519","LOC100775519","GLYMA_07G212800","ferredoxin--nitrite reductase, chloroplastic"
"100499640","LOC100499640","GLYMA_13G054400","FERONIA receptor-like kinase"
"121174328","LOC121174328","","uncharacterized LOC121174328"
"106796583","LOC106796583","GLYMA_16G041100","uncharacterized LOC106796583"
NA,".",NA,NA
"100775781","LOC100775781","GLYMA_18G182000","oxysterol-binding protein-related protein 3B-like"
"100790958","LOC100790958","GLYMA_13G251400","sulfite exporter TauE/SafE family protein 5"
NA,".",NA,NA
"7421","SRC2","NR1I1, PPP1R163","vitamin D receptor"
"100784383","LOC100784383","GLYMA_04G228300","two-component response regulator-like APRR9"
NA,".",NA,NA
"100775462","LOC100775462","GLYMA_12G205000","probable serine/threonine-protein kinase At1g54610"
"100797636","LOC100797636","GLYMA_12G181800","arogenate dehydratase 3"
"100807994","LOC100807994","GLYMA_16G210600","TMV resistance protein N"
"100809053","LOC100809053","GLYMA_16G132500","epoxide hydrolase 2-like"
"887309","ACCA-1","Rv2501c, bccA","acetyl/propionyl-CoA carboxylase subuit alpha"
"100794250","LOC100794250","GLYMA_03G231200","nicotianamine synthase-like protein"
"100795679","LOC100795679","GLYMA_04G040400","uncharacterized acetyltransferase At3g50280"
"818982","WRKY34","AT2G43790, ATMAPK6, ATMPK6, F18O19.10, MAP KINASE 6, MAP kinase 6, MAPK6","MAP kinase 6"
"100792263","LOC100792263","GLYMA_08G119200","disease resistance protein RFL1"
NA,".",NA,NA
"100306716","LOC100306716","GLYMA_12G119200","thioredoxin-like superfamily protein"
"12567","CRK3","Crk3","cyclin-dependent kinase 4"
NA,".",NA,NA
"100817933","LOC100817933","GLYMA_15G266300","myosin-18"
"100790111","LOC100790111","GLYMA_14G175400","7-deoxyloganetin glucosyltransferase"
"100775448","LOC100775448","GLYMA_11G243900","protein-tyrosine-phosphatase MKP1"
"100799994","LOC100799994","GLYMA_08G218100","cinnamoyl-CoA reductase 1"
NA,".",NA,NA
NA,".",NA,NA
"100819209","LOC100819209","GLYMA_08G062700","probably inactive leucine-rich repeat receptor-like protein kinase At5g48380"
"100306097","LOC100306097","GLYMA_17G023000","CASP-like protein 8"
"100789081","LOC100789081","GLYMA_08G003700","uncharacterized acetyltransferase At3g50280"
"778059","CHS8","GLYMA_05G032200, GmMYB176","transcription factor MYB176"
"100803809","LOC100803809","GLYMA_11G017700","uncharacterized LOC100803809"
"100776419","LOC100776419","GLYMA_06G107800, GmSHMT06n","serine hydroxymethyltransferase 7"
"100791627","LOC100791627","GLYMA_11G069300","U-box domain-containing protein 5"
"100781706","LOC100781706","GLYMA_19G236800","E3 ubiquitin-protein ligase ATL6"
"100779437","LOC100779437","GLYMA_07G102400","protein C2-DOMAIN ABA-RELATED 4"
"100803886","LOC100803886","GLYMA_15G093100","protein TIFY 5A"
"100306152","LOC100306152","GLYMA_04G177900","response regulator ARR6-like"
NA,".",NA,NA
"100799458","LOC100799458","GLYMA_08G058900","F-box protein At1g61340"
"100777122","LOC100777122","GLYMA_14G081300","patatin-like protein 2"
"100789908","LOC100789908","GLYMA_13G250900","putative 4-hydroxy-4-methyl-2-oxoglutarate aldolase 3"
"548066","SOYSTGA","GLYMA_11G236300, BZIP52, GmTGA15, bZIP76","bZIP transcription factor"
NA,".",NA,NA
"100797212","LOC100797212","GLYMA_18G192800","phosphatidylinositol:ceramide inositolphosphotransferase 1"
NA,".",NA,NA
"100781997","LOC100781997","GLYMA_17G104800","homeobox protein knotted-1-like LET12"
"100798520","LOC100798520","GLYMA_12G030700","chaperone protein dnaJ 11-like protein"
"100804965","LOC100804965","GLYMA_16G020500","transcription factor MYC2"
"100500675","LOC100500675","GLYMA_02G045100","aspartyl protease family protein"
"547648","LOC547648","GLYMA_20G144800","uncharacterized LOC547648"
"100778395","LOC100778395","GLYMA_16G057600","chloride channel protein CLC-b"
"100808326","LOC100808326","GLYMA_08G286700","carbonic anhydrase 2"
"100807710","LOC100807710","GLYMA_11G195200","high affinity nitrate transporter 2.4"
NA,".",NA,NA
"100811147","LOC100811147","GLYMA_13G132500","WAT1-related protein At2g37460"
"100794193","LOC100794193","GLYMA_09G198700","probable serine/threonine-protein kinase PIX13"
"100782558","LOC100782558","GLYMA_10G249100","linoleate 9S-lipoxygenase 5"
NA,".",NA,NA
"100798901","LOC100798901","GLYMA_13G032000","probable receptor-like protein kinase At1g11050"
"100800410","LOC100800410","GLYMA_18G278800","S-adenosylmethionine decarboxylase proenzyme"
NA,".",NA,NA
NA,".",NA,NA
"100792313","LOC100792313","GLYMA_03G085500","GTP cyclohydrolase 1"
"100527766","PHR31","GLYMA_19G146600, GmPHR31","MYB-CC domain-containing transcription factor PHR31"
NA,".",NA,NA
"100801760","LOC100801760","GLYMA_07G036700","protein BIG GRAIN 1-like B"
NA,".",NA,NA
"547882","SALI5-4A","GLYMA_12G217300","sali5-4a protein"
"100779620","LOC100779620","GLYMA_15G057300","uncharacterized LOC100779620"
"100784541","LOC100784541","GLYMA_18G025100","probable inactive receptor-like protein kinase At3g56050"
"100794745","LOC100794745","GLYMA_13G030200","MLP-like protein 43"
NA,".",NA,NA
"100500350","LOC100500350","GLYMA_17G105300","uncharacterized LOC100500350"
"100808550","LOC100808550","GLYMA_17G011700","probable F-box protein At4g22030"
NA,".",NA,NA
"54106","SODB","CD289","toll like receptor 9"
"100779180","LOC100779180","GLYMA_11G069600","laccase-11"
NA,".",NA,NA
NA,".",NA,NA
"100786002","LOC100786002","GLYMA_05G156500","uncharacterized LOC100786002"
"112999535","LOC112999535","GLYMA_15G228200","uncharacterized LOC112999535"
NA,".",NA,NA
"100301876","LOC100301876","GLYMA_03G183900, MYB157","transcription factor RAX2"
"100798226","LOC100798226","GLYMA_08G022000","uncharacterized LOC100798226"
"100782748","LOC100782748","GLYMA_18G240600","N-terminal kinase-like protein"
"100820346","LOC100820346","GLYMA_19G133000","calmodulin binding protein PICBP"
NA,".",NA,NA
"100787382","LOC100787382","GLYMA_11G252100","uncharacterized LOC100787382"
NA,".",NA,NA
"100804712","LOC100804712","GLYMA_12G100400","vascular-related unknown protein 1"
"100527258","LOC100527258","GLYMA_03G001800","uncharacterized LOC100527258"
"100790333","LOC100790333","GLYMA_01G017100","cinnamoyl-CoA reductase-like SNL6"
NA,".",NA,NA
NA,".",NA,NA
"100815158","LOC100815158","GLYMA_10G009600","peroxidase 5"
"100799367","LOC100799367","GLYMA_19G127800","probable mediator of RNA polymerase II transcription subunit 26b"
"100814298","LOC100814298","GLYMA_18G017700","uncharacterized LOC100814298"
"100813772","LOC100813772","GLYMA_03G160400","uncharacterized LOC100813772"
NA,".",NA,NA
"111138524","LOC111138524","GLYMA_07G104300","uncharacterized LOC111138524"
"100778692","LOC100778692","GLYMA_05G041600","protein JOKA2"
"100813563","LOC100813563","GLYMA_10G009400","peroxidase 5"
"100787949","LOC100787949","GLYMA_20G236200","respiratory burst oxidase homolog protein B"
"100785988","LOC100785988","GLYMA_04G046800","uncharacterized LOC100785988"
"100809435","LOC100809435","GLYMA_17G180100","probable disease resistance protein At5g66900"
"100813697","LOC100799113","","uncharacterized LOC100813697"
"100500517","LOC100500517","GLYMA_02G092500","CASP-like protein 12"
NA,".",NA,NA
"100802333","LOC100802333","GLYMA_17G124900","high-affinity nitrate transporter 3.1"
NA,".",NA,NA
"100819379","LOC100819379","GLYMA_16G012500","GDSL esterase/lipase 5"
NA,".",NA,NA
"7157","NSP1","BCC7, BMFS5, LFS1, P53, TRP53","tumor protein p53"
"100790034","LOC100790034","GLYMA_19G159900","calcium-transporting ATPase 12, plasma membrane-type"
"111064645","LOC111064645","","peroxidase family protein"
"100790964","LOC100790964","GLYMA_13G033900","rust resistance kinase Lr10"
"100798371","LOC100798371","GLYMA_06G121000","uncharacterized LOC100798371"
"106795446","LOC106795446","GLYMA_13G035800","putative wall-associated receptor kinase-like 16"
"100786734","LOC100786734","GLYMA_15G154700","plasma membrane-associated cation-binding protein 1"
"100808083","LOC100808083","GLYMA_04G205100","myb-related protein 308-like"
"100808375","LOC100808375","GLYMA_02G250800","mannose-1-phosphate guanylyltransferase 1-like"
"100786942","LOC100786942","GLYMA_08G211800","uncharacterized LOC100786942"
NA,".",NA,NA
NA,".",NA,NA
"100798348","LOC100798348","GLYMA_05G177700","protein SENSITIVE TO PROTON RHIZOTOXICITY 2"
"100819308","LOC100819308","GLYMA_04G042500","putative receptor protein kinase ZmPK1"
NA,".",NA,NA
NA,".",NA,NA
"100784999","LOC100784999","GLYMA_15G165100","subtilisin-like protease SBT2.6"
"100805858","LOC100805858","GLYMA_16G130900","probable serine protease EDA2-like"
NA,".",NA,NA
"100779130","LOC100779130","GLYMA_01G182400","wall-associated receptor kinase-like 14"
NA,".",NA,NA
"100792164","LOC100792164","GLYMA_20G163200","probable WRKY transcription factor 27"
NA,".",NA,NA
NA,".",NA,NA
"100305395","LOC100305395","GLYMA_18G273100","serine-threonine kinase"
NA,".",NA,NA
"100819952","LOC100788264","","cytochrome P450 71D8-like"
NA,".",NA,NA
"106794124","LOC106794124","GLYMA_01G183300","probable disease resistance protein At5g66900"
"102666741","LOC102666741","GLYMA_15G274300","MLP-like protein 43"
NA,".",NA,NA
"100778278","LOC100778278","GLYMA_18G301600","uncharacterized protein At2g33490"
"100804630","LOC100804630","GLYMA_17G141000","uncharacterized LOC100804630"
"100786020","LOC100786020","GLYMA_13G316200","glucan endo-1,3-beta-glucosidase 14-like"
"100796915","LOC100796915","GLYMA_20G070500","putative sucrose-phosphatase"
"100787872","PAL3.1","GLYMA_02G309300, GmPAL3.1","phenylalanine ammonia-lyase 3.1"
"100305934","LOC100305934","GLYMA_06G053300","uncharacterized LOC100305934"
"100500336","LOC100500336","GLYMA_13G042400","uncharacterized LOC100500336"
NA,".",NA,NA
"100802807","LOC100802807","GLYMA_06G196700","uncharacterized LOC100802807"
"100527449","LOC100527449","GLYMA_03G200400","HVA22-like protein j"
"100818195","LOC100818195","GLYMA_10G245100v4","leucine-rich repeat extensin-like protein 6"
NA,".",NA,NA
"100795950","LOC100795950","GLYMA_09G266000","subtilisin-like protease SBT4.14"
"100527098","LOC100527098","GLYMA_15G143800","uncharacterized LOC100527098"
NA,".",NA,NA
NA,".",NA,NA
"100305657","LOC100305657","GLYMA_05G216000","uncharacterized LOC100305657"
"100779783","LOC100779783","GLYMA_07G035800","uncharacterized LOC100779783"
"100527761","LOC100527761","GLYMA_04G204100","putative protein phosphatase inhibitor"
"106795667","LOC106795667","GLYMA_13G062100","uncharacterized LOC106795667"
"100777057","LOC100777057","GLYMA_11G157100","putative calcium-binding protein CML19"
"100790745","LOC100790745","GLYMA_19G140800","calcium-dependent protein kinase 32"
"100816643","LOC100816643","GLYMA_12G063200","epsin-3"
NA,".",NA,NA
NA,".",NA,NA
NA,".",NA,NA
"100787551","LOC100787551","GLYMA_03G228900","ATP-citrate synthase alpha chain protein 2"
"100801557","LOC100801557","GLYMA_06G047600","uncharacterized LOC100801557"
"2908","PRP2","GCCR, GCR, GCRST, GR, GRL","nuclear receptor subfamily 3 group C member 1"
"100500405","LOC100500405","GLYMA_11G243300","uncharacterized LOC100500405"
NA,".",NA,NA
"100781528","LOC100781528","GLYMA_12G080100","xyloglucan endotransglucosylase/hydrolase protein 31"
"100793156","LOC100793156","GLYMA_17G092700","calmodulin-binding protein 60 A"
"100797161","LOC100797161","GLYMA_16G207700","4,5-DOPA dioxygenase extradiol"
"100798963","LOC100798963","GLYMA_01G007500","receptor-like protein kinase HSL1"
"100805926","LOC100805926","GLYMA_03G153800","cyclin-P3-1"
NA,".",NA,NA
"100815778","LOC100815778","GLYMA_06G168700","F-box/LRR-repeat protein At5g63520"
NA,".",NA,NA
"100791429","LOC100791429","GLYMA_10G283200","V-type proton ATPase subunit B 2"
"100785312","LOC100785312","GLYMA_06G042300v4","uncharacterized LOC100785312"
"100527773","LOC100527773","GLYMA_17G005000","uncharacterized LOC100527773"
NA,".",NA,NA
"100820331","LOC100820331","GLYMA_10G025000","stress response protein NST1"
"100778503","LOC100778503","GLYMA_12G229000","AAA-ATPase At3g50940"
NA,".",NA,NA
NA,".",NA,NA
"100801978","LOC100801978","GLYMA_17G245000","uncharacterized LOC100801978"
"100792940","LOC100792940","GLYMA_15G017000","protein NRT1/ PTR FAMILY 1.2"
NA,".",NA,NA
"100788236","LOC100788236","GLYMA_02G224000","calmodulin-binding receptor-like cytoplasmic kinase 1"
NA,".",NA,NA
"5788","CHR1","B220, CD45, CD45R, GP180, IMD105, L-CA, LCA, LY5, T200","protein tyrosine phosphatase receptor type C"
NA,".",NA,NA
"100784109","LOC100784109","GLYMA_08G126000","integrin-linked protein kinase 1"
"100803435","LOC100803435","GLYMA_11G229900v4","phosphoinositide phospholipase C 6-like"
NA,".",NA,NA
"100781056","LOC100781056","GLYMA_15G121000","U-box domain-containing protein 54"
"100776117","LOC100776117","GLYMA_17G245500","probable disease resistance protein At4g33300"
"102659758","LOC102659758","GLYMA_06G046800","uncharacterized LOC102659758"
"100194416","LOC100194416","GLYMA_18G220500","vestitone reductase"
NA,".",NA,NA
"100803173","LOC100803173","GLYMA_15G077100","ethylene-responsive transcription factor 4"
"100799729","LOC100799729","GLYMA_04G186300","short-chain dehydrogenase TIC 32, chloroplastic"
"100817950","LOC100817950","GLYMA_16G135500","TMV resistance protein N"
"100795651","LOC100795651","GLYMA_19G103200","alpha-mannosidase At3g26720"
"100803062","LOC100803062","GLYMA_18G153800","uncharacterized protein At5g65660"
"100777818","LOC100777818","GLYMA_06G128700","calcineurin B-like protein 4"
NA,".",NA,NA
NA,".",NA,NA
NA,".",NA,NA
"100811752","LOC100811752","GLYMA_01G040400","uncharacterized LOC100811752"
"100784402","LOC100784402","GLYMA_05G006700","serine/threonine-protein kinase BLUS1"
"100812261","LOC100812261","GLYMA_16G111700","glutamate receptor 3.6"
"100780887","LOC100780887","GLYMA_08G227200","calcium and calcium/calmodulin-dependent serine/threonine-protein kinase"
"778149","BZIP121","GLYMA_11G108100","bZIP transcription factor bZIP121"
NA,".",NA,NA
"100500541","LOC100500541","","uncharacterized LOC100500541"
"100810270","LOC100810270","GLYMA_07G196800","linoleate 13S-lipoxygenase 3-1, chloroplastic"
"951475","RAV","HCVgp1","polyprotein;protein F"
"100788866","LOC100788866","GLYMA_14G199600","exocyst complex component EXO70B1"
"100811649","LOC100811649","GLYMA_04G235900","calcineurin B-like protein 7"
NA,".",NA,NA
NA,".",NA,NA
"100802429","LOC100802429","GLYMA_05G181900","regulation of nuclear pre-mRNA domain-containing protein 1B"
NA,".",NA,NA
"100795131","LOC100795131","GLYMA_04G078100","uncharacterized LOC100795131"
NA,".",NA,NA
"112999805","LOC112999805","","uncharacterized LOC112999805"
NA,".",NA,NA
NA,".",NA,NA
"100526973","LOC100526973","GLYMA_05G216100","uncharacterized LOC100526973"
NA,".",NA,NA
"100813627","LOC100813627","GLYMA_12G215000","thioredoxin-like protein CXXS1-like"
"100805946","LOC100805946","GLYMA_11G194900","cell division cycle protein 48 homolog"
NA,".",NA,NA
"100811220","LOC100811220","GLYMA_01G129000","protein LURP-one-related 15"
NA,".",NA,NA
"100776865","LOC100776865","GLYMA_10G276600","uncharacterized LOC100776865"
"100795728","LOC100795728","GLYMA_14G195200","probable protein phosphatase 2C 25"
NA,".",NA,NA
"100818728","LOC100818728","GLYMA_10G227700","hevamine-A"
"100820376","LOC100820376","GLYMA_20G052500","protein argonaute 4"
"100798381","LOC100798381","GLYMA_14G074700","probable LRR receptor-like serine/threonine-protein kinase At2g16250"
"121868234","CYP45","Hamer_G012785, CYP45, Cyp3A19-L","cytochrome P450 3A31-like"
"100792035","LOC100792035","GLYMA_07G083700","bark storage protein A"
"100812823","LOC100812823","GLYMA_09G038600","beta-D-xylosidase 1"
"100781461","LOC100781461","GLYMA_09G019900","BOI-related E3 ubiquitin-protein ligase 1"
"100818879","LOC100818879","GLYMA_02G139700","transcription factor bHLH30-like"
"100500550","LOC100500550","GLYMA_03G246800","uncharacterized LOC100500550"
NA,".",NA,NA
NA,".",NA,NA
"100800666","LOC100800666","GLYMA_07G028300","internalin A"
"100785746","LOC100785746","GLYMA_09G250700","tyrosine-protein phosphatase DSP3-like"
"121174816","LOC121174816","","protein FREE1-like"
NA,".",NA,NA
"100794384","LOC100794384","GLYMA_10G143900","uncharacterized LOC100794384"
NA,".",NA,NA
"100800911","LOC100800911","GLYMA_01G004200","probable caffeoyl-CoA O-methyltransferase At4g26220"
"100777390","LOC100777390","GLYMA_10G222400, gigantea","peroxidase 12"
"100786235","LOC100786235","GLYMA_16G170300","U-box domain-containing protein 28"
NA,".",NA,NA
"100818353","LOC100818353","GLYMA_18G297500","uncharacterized LOC100818353"
"100797644","LOC100797644","GLYMA_12G137700","scarecrow-like protein 21"
"100776889","LOC100776889","GLYMA_11G200700","uncharacterized protein DDB_G0280205"
"100500574","LOC100500574","GLYMA_15G063700","uncharacterized LOC100500574"
"100820416","LOC100820416","GLYMA_14G057400","probable inactive receptor-like protein kinase At3g56050"
NA,".",NA,NA
"100805334","LOC100805334","GLYMA_01G009200","lachrymatory-factor synthase"
NA,".",NA,NA
"100500694","LOC100500694","GLYMA_16G076400","protein MODIFYING WALL LIGNIN-1"
NA,".",NA,NA
"100817320","LOC100817320","GLYMA_19G081500","F-box protein CPR1"
"100305419","LOC100305419","GLYMA_11G144800","protein kinase family protein"
"100794713","LOC100794713","GLYMA_09G139000","transcription factor LAF1"
"100807691","LOC100807691","GLYMA_03G032500","UDP-glycosyltransferase 72D1"
NA,".",NA,NA
"100786800","LOC100786800","GLYMA_09G026900","berberine bridge enzyme-like 13"
NA,".",NA,NA
"100810651","LOC100810651","GLYMA_08G323400","probable long-chain-alcohol O-fatty-acyltransferase 1"
"100807570","LOC100807570","GLYMA_20G224700","transcription factor UNE12"
"100785907","LOC100785907","GLYMA_01G007400","receptor-like protein kinase 5"
"100790768","LOC100790768","GLYMA_20G123800","protein FAM133"
NA,".",NA,NA
"100782392","LOC100782392","GLYMA_03G120700","calmodulin-binding protein 25"
"100781624","LOC100781624","GLYMA_08G351932v4","1-aminocyclopropane-1-carboxylate oxidase homolog 1"
"100527108","LOC100527108","GLYMA_15G228500","uncharacterized LOC100527108"
"100794852","LOC100794852","GLYMA_14G023500","calcium-dependent protein kinase 33"
